City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,bijapur,16.8333,75.7,21.63,50,0,4.94,IN,1678156145
283,talaya,61.3833,152.75,-23.03,90,100,1.17,RU,1678156146
284,bambous virieux,-20.3428,57.7575,26.14,89,75,1.54,MU,1678156146
285,meulaboh,4.1363,96.1285,25.87,81,2,1.1,ID,1678156146
286,sambava,-14.2667,50.1667,24.13,86,98,2.07,MG,1678156147
287,tessalit,20.1986,1.0114,21.54,11,92,3.67,ML,1678156147
288,laguna,38.421,-121.4238,10.08,72,0,3.6,US,1678155933
289,yangambi,0.8102,24.4336,23.42,78,100,0.71,CD,1678156148
290,mananjary,-21.2167,48.3333,23.58,90,100,1.95,MG,1678156148
291,rio gallegos,-51.6226,-69.2181,9.03,37,0,12.35,AR,1678156093
292,chifeng,42.2683,118.9636,13.46,18,91,7.02,CN,1678156149
293,santa lucia,27.9117,-15.5407,12.65,77,20,1.54,ES,1678156149
294,ushirombo,-3.4919,31.9639,17.69,95,77,1.26,TZ,1678156150
295,udachnyy,66.4167,112.4,-24.2,69,95,2.29,RU,1678156150
296,the valley,18.217,-63.0578,25.05,71,5,5.23,AI,1678156025
297,sabha,27.0377,14.4283,15.22,32,0,3.81,LY,1678155629
298,varzea da palma,-17.5981,-44.7308,23.47,52,98,0.93,BR,1678156151
299,turtas,58.9417,69.1325,-12.9,99,92,1.79,RU,1678156151
300,tocopilla,-22.092,-70.1979,22.73,77,95,1.4,CL,1678156152
301,iquique,-20.2208,-70.1431,24.02,79,22,1.76,CL,1678155754
302,nizhnyaya omka,55.4338,74.9426,-8.52,92,16,5.37,RU,1678156152
303,arys,42.4252,68.795,14.43,47,99,6.69,KZ,1678156153
304,derzhavinsk,51.1,66.3167,-0.04,94,100,4.97,KZ,1678156153
305,kikwit,-5.041,18.8162,22.2,94,100,0.9,CD,1678156153
306,yarensk,62.1675,49.0916,-13.04,97,100,1.39,RU,1678156154
307,bolpur,23.6667,87.7167,25.33,20,0,1.95,IN,1678156058
308,kurilsk,45.2333,147.8833,3.03,78,100,4.35,RU,1678156154
309,alekseyevsk,57.8406,108.3492,-10.78,92,100,1.76,RU,1678156155
310,darab,28.7519,54.5444,15.25,29,30,1.21,IR,1678156155
311,baherden,38.4362,57.4316,22.47,20,100,7.35,TM,1678156155
312,sinnamary,5.3833,-52.95,25.0,85,80,5.35,GF,1678156156
313,ponta delgada,37.7333,-25.6667,17.4,94,75,10.29,PT,1678156156
314,jardim,-21.4803,-56.1381,25.76,76,59,0.65,BR,1678156157
315,oum hadjer,13.2954,19.6966,26.24,15,54,4.39,TD,1678156157
316,espinosa,-14.9261,-42.8192,26.46,48,99,3.38,BR,1678156158
317,fougamou,-1.2154,10.5838,23.24,99,100,1.06,GA,1678156158
318,rafaela,-31.2503,-61.4867,23.88,48,45,2.24,AR,1678156159
319,grand-santi,4.25,-54.3833,21.8,99,89,0.95,GF,1678156159
320,mumford,5.2618,-0.759,26.74,87,98,6.2,GH,1678156159
321,zhezkazgan,47.8043,67.7144,-0.01,100,100,7.0,KZ,1678156160
322,mungwi,-10.1732,31.3694,16.4,96,100,0.32,ZM,1678156160
323,mormugao,15.4,73.8,24.63,47,1,2.14,IN,1678156161
324,holme,56.1138,10.1725,0.76,93,100,8.27,DK,1678156161
325,urumqi,43.801,87.6005,0.53,80,75,2.0,CN,1678156161
326,lorengau,-2.0226,147.2712,25.48,90,100,5.34,PG,1678156162
327,adrar,20.5022,-10.0711,22.5,12,100,3.78,MR,1678156162
328,atar,20.5169,-13.0499,25.04,12,5,3.46,MR,1678156162
329,arraial do cabo,-22.9661,-42.0278,24.62,91,38,10.27,BR,1678156163
330,manga,11.6636,-1.0731,28.03,13,100,3.95,BF,1678156040
331,halifax,44.6453,-63.5724,-1.94,84,100,7.2,CA,1678155875
332,linhai,28.85,121.1167,19.4,19,3,1.54,CN,1678156163
333,ranong,9.9658,98.6348,26.96,68,3,2.55,TH,1678156164
334,castres,43.5833,2.1667,3.98,82,0,2.57,FR,1678156164
335,vila franca do campo,37.7167,-25.4333,17.23,96,100,10.0,PT,1678156165
336,yeniseysk,58.4497,92.1703,-1.55,94,100,5.86,RU,1678156165
337,portland,45.5234,-122.6762,6.56,85,75,2.57,US,1678155669
338,mariinskiy posad,56.115,47.718,-3.48,97,99,3.98,RU,1678156165
339,valdosta,30.8327,-83.2785,22.21,76,0,1.54,US,1678156166
340,biak,-0.9131,122.8766,29.01,64,99,1.11,ID,1678156166
341,enshi,30.3,109.4833,15.98,81,100,0.45,CN,1678156167
342,port blair,11.6667,92.75,27.8,65,0,5.45,IN,1678156167
343,bara,10.3744,10.7288,26.06,13,84,2.53,NG,1678155611
344,sydney,-33.8679,151.2073,35.75,34,0,5.14,AU,1678155546
345,champerico,14.3,-91.9167,26.61,72,71,2.75,GT,1678156167
346,wanaka,-44.7,169.15,18.39,53,21,2.24,NZ,1678156168
347,vila velha,-20.3297,-40.2925,26.97,90,75,5.14,BR,1678156168
348,taoudenni,22.6783,-3.9836,25.36,12,100,3.69,ML,1678156168
349,guadalupe y calvo,26.1,-106.9667,9.18,25,0,0.93,MX,1678156169
350,mana,5.6592,-53.7767,24.84,84,77,4.74,GF,1678156169
351,bay roberts,47.5999,-53.2648,-1.38,88,90,0.89,CA,1678156169
352,sola,-13.8833,167.55,27.62,77,35,4.47,VU,1678156170
353,gazanjyk,39.2446,55.5154,20.48,26,100,4.16,TM,1678156170
354,sarkand,45.41,79.9186,6.7,67,100,2.46,KZ,1678156170
355,gallup,35.5281,-108.7426,7.91,27,0,4.63,US,1678156042
356,ulladulla,-35.35,150.4667,28.32,26,0,4.81,AU,1678156171
357,birao,10.2849,22.7882,26.38,19,99,2.0,CF,1678156171
358,quechultenango,17.4167,-99.2167,20.98,74,5,1.76,MX,1678156172
359,burnie,-41.0667,145.9167,12.98,82,100,10.28,AU,1678156172
360,eirunepe,-6.6603,-69.8736,22.77,99,91,0.96,BR,1678156173
361,shimoda,34.6667,138.95,15.06,55,7,1.23,JP,1678156173
362,ancud,-41.8697,-73.8203,11.57,91,74,0.95,CL,1678155840
363,muli,2.9167,73.5667,27.63,74,95,4.86,MV,1678156173
364,lardos,36.0942,28.0157,12.9,73,100,2.48,GR,1678156174
365,kraslava,55.8951,27.168,-8.44,97,55,1.94,LV,1678156174
366,perbaungan,3.5679,98.956,28.06,69,19,2.49,ID,1678156174
367,hays,30.0502,-98.0336,22.81,81,10,2.75,US,1678155940
368,tainan,22.9908,120.2133,24.37,43,40,0.0,TW,1678156175
369,barentu,15.1139,37.5928,25.45,38,32,1.74,ER,1678156175
370,komsomolskiy,40.4272,71.7189,6.4,81,0,4.12,UZ,1678156175
371,guaira,-20.3183,-48.3106,20.29,92,16,2.17,BR,1678156103
372,jodhpur,26.2867,73.03,22.06,27,92,1.91,IN,1678156176
373,torbay,47.6666,-52.7314,-1.52,92,100,2.57,CA,1678156176
374,moyale,3.5167,39.0584,22.08,39,21,4.66,KE,1678156177
375,zarubino,42.63,131.0922,4.96,70,60,2.55,RU,1678156177
376,diffa,13.3154,12.6113,26.52,17,10,3.44,NE,1678156177
377,dzidzantun,21.25,-89.05,24.88,68,3,3.54,MX,1678156178
378,babynino,54.39,35.73,-5.14,91,37,3.76,RU,1678156178
379,verkhnevilyuysk,63.4453,120.3167,-25.09,98,99,2.05,RU,1678156178
380,camp verde,34.5636,-111.8543,14.24,45,97,3.29,US,1678156178
381,lang son,21.8333,106.7333,18.26,68,100,1.37,VN,1678156179
382,aykhal,66.0,111.5,-26.82,95,88,3.1,RU,1678156179
383,hofn,64.2539,-15.2082,-4.67,58,100,9.11,IS,1678156179
384,siguiri,11.6667,-9.5,27.01,15,60,1.03,GN,1678156180
385,baruun-urt,46.6806,113.2792,1.75,42,3,8.67,MN,1678156180
386,beian,63.6559,9.5683,-2.22,86,75,8.23,NO,1678156180
387,genhe,50.7833,121.5167,-7.07,77,100,0.77,CN,1678156181
388,balykshi,47.0667,51.8667,3.0,100,100,10.0,KZ,1678156181
389,san quintin,30.4833,-115.95,13.51,70,95,8.64,MX,1678156181
390,alice springs,-23.7,133.8833,31.23,40,1,7.2,AU,1678155910
391,tiznit,29.5833,-9.5,13.1,68,100,0.61,MA,1678156182
392,huarmey,-10.0681,-78.1522,23.75,75,100,3.03,PE,1678156182
393,ilulissat,69.2167,-51.1,-5.99,68,14,2.06,GL,1678156183
394,zeya,53.75,127.2667,-7.54,58,13,0.41,RU,1678156183
395,oussouye,12.485,-16.5469,22.1,69,100,3.69,SN,1678156183
396,kovur,14.4833,79.9833,22.37,74,99,2.08,IN,1678156183
397,alofi,-19.0595,-169.9187,30.94,74,75,6.17,NU,1678156184
398,ituporanga,-27.4144,-49.6025,18.68,99,58,0.56,BR,1678156014
399,jalu,29.0331,21.5482,13.79,41,0,2.13,LY,1678156184
400,lokosovo,61.1333,74.8167,-11.3,94,98,4.85,RU,1678156185
401,leh,34.1667,77.5833,-15.36,77,99,1.01,IN,1678156185
402,lahaina,20.8783,-156.6825,23.23,96,31,8.09,US,1678156181
403,puerto baquerizo moreno,-0.9,-89.6,25.21,83,100,2.06,EC,1678156185
404,te anau,-45.4167,167.7167,18.3,53,89,2.13,NZ,1678156186
405,shelburne,44.0787,-80.2041,-1.75,69,100,3.74,CA,1678156186
406,praya,14.9215,-23.5087,21.3,78,20,2.57,CV,1678156186
407,quelimane,-17.8786,36.8883,21.64,95,99,1.52,MZ,1678156187
408,blackwater,-23.5833,148.8833,30.81,38,55,3.71,AU,1678156187
409,los llanos de aridane,28.6585,-17.9182,15.86,72,75,2.57,ES,1678156187
410,awjilah,29.1081,21.2869,13.59,46,0,2.38,LY,1678156187
411,sao francisco de assis,-29.5503,-55.1311,21.95,85,22,4.84,BR,1678156188
412,lamu,-2.2717,40.902,26.12,89,37,4.85,KE,1678156188
413,isangel,-19.55,169.2667,27.89,67,22,6.12,VU,1678156188
414,maldonado,-34.6667,-54.9167,21.66,94,12,4.12,UY,1678156189
415,sawtell,-30.3833,153.1,36.77,62,2,9.26,AU,1678156189
416,bandar-e lengeh,26.5579,54.8807,19.06,94,8,2.06,IR,1678156190
417,college,64.8569,-147.8028,-0.67,64,75,0.0,US,1678156190
418,lerwick,60.1545,-1.1494,-1.0,66,100,10.69,GB,1678156190
419,oranjemund,-28.55,16.4333,16.87,83,99,2.5,NA,1678156191
420,balclutha,-46.2339,169.75,20.94,42,86,2.74,NZ,1678156191
421,banda aceh,5.5577,95.3222,26.82,67,1,5.45,ID,1678155903
422,leningradskiy,69.3833,178.4167,-28.97,92,10,0.56,RU,1678156191
423,festus,38.2206,-90.396,15.27,69,75,5.59,US,1678155917
424,neftcala,39.3742,49.2472,9.31,77,40,10.0,AZ,1678156192
425,kamyshin,50.0983,45.416,-2.08,76,25,3.2,RU,1678155633
426,uglegorsk,49.0833,142.0333,-0.51,86,100,1.21,RU,1678156192
427,neuquen,-38.9516,-68.0591,23.94,38,0,4.12,AR,1678155949
428,henties bay,-22.116,14.2845,16.37,87,91,1.89,NA,1678156192
429,katsuura,35.1333,140.3,14.15,58,4,1.87,JP,1678156193
430,aklavik,68.2191,-135.0107,-25.42,96,6,0.83,CA,1678156193
431,kenai,60.5544,-151.2583,2.05,58,0,2.06,US,1678156193
432,pacific grove,36.6177,-121.9166,10.82,75,0,2.06,US,1678156194
433,krasnyy chikoy,50.3643,108.7512,-4.61,80,53,1.96,RU,1678156194
434,viedma,-40.8135,-62.9967,29.19,12,100,3.89,AR,1678155992
435,boa vista,2.8197,-60.6733,25.99,69,0,3.09,BR,1678156195
436,zalantun,48.0,122.7167,-1.0,32,100,3.49,CN,1678156195
437,minab,27.1467,57.0801,16.18,88,20,0.0,IR,1678156195
438,yelizavetinskoye,45.0072,43.3494,-0.12,80,5,2.36,RU,1678156196
439,ukiah,39.1502,-123.2078,6.13,90,98,0.74,US,1678156196
440,tautira,-17.7333,-149.15,25.27,86,100,9.1,PF,1678156196
441,mustasaari,63.1142,21.6822,-16.11,86,0,3.13,FI,1678156197
442,murray bridge,-35.1167,139.2667,19.51,39,10,7.28,AU,1678156197
443,birjand,32.8663,59.2211,7.26,36,0,2.06,IR,1678156197
444,pafos,34.7667,32.4167,10.88,71,20,4.12,CY,1678156198
445,sorata,-15.7667,-68.6333,8.04,93,100,0.96,BO,1678156198
446,guymon,36.6828,-101.4816,10.0,40,0,5.14,US,1678156198
447,san matias,-16.3667,-58.4,26.4,73,7,2.09,BO,1678156199
448,shetpe,44.1667,52.1167,4.08,96,100,10.79,KZ,1678156199
449,raudeberg,61.9875,5.1352,-4.47,62,99,5.81,NO,1678156199
450,mehamn,71.0357,27.8492,-11.03,62,75,4.63,NO,1678155625
451,narok,-1.0783,35.8601,12.92,74,94,1.19,KE,1678156200
452,kyra,49.5776,111.9753,-1.7,53,18,5.83,RU,1678156200
453,paracuru,-3.41,-39.0306,27.84,82,100,5.82,BR,1678156201
454,finschhafen,-6.6024,147.8681,27.96,76,100,0.25,PG,1678156201
455,vestmanna,62.1564,-7.1664,-3.49,80,75,11.83,FO,1678156201
456,green valley,31.8543,-110.9937,18.51,36,100,2.1,US,1678156202
457,male,4.1748,73.5089,27.97,83,75,5.14,MV,1678156202
458,flinders,-34.5833,150.8552,32.81,35,0,4.02,AU,1678156202
459,ystad,55.4297,13.8204,1.41,78,100,10.87,SE,1678156203
460,shingu,33.7333,135.9833,17.38,34,0,2.17,JP,1678156203
461,nuuk,64.1835,-51.7216,-4.12,75,14,3.85,GL,1678155978
462,sorong,-0.8833,131.25,28.27,71,20,2.45,ID,1678156204
463,tripoli,32.8752,13.1875,17.18,51,100,3.83,LY,1678156204
464,kattivakkam,13.2167,80.3167,23.05,59,97,2.04,IN,1678156205
465,kjollefjord,70.9457,27.3465,-7.97,62,75,4.63,NO,1678156205
466,hombourg-haut,49.1236,6.774,2.4,90,100,5.21,FR,1678156206
467,henderson,36.0397,-114.9819,13.24,28,0,4.12,US,1678156202
468,carlos chagas,-17.7031,-40.7664,22.28,95,100,1.92,BR,1678156206
469,korla,41.7597,86.1469,10.26,36,97,1.45,CN,1678156207
470,sao sebastiao,-23.76,-45.4097,24.7,83,100,2.02,BR,1678156207
471,texarkana,33.4251,-94.0477,22.12,76,0,2.57,US,1678155883
472,montepuez,-13.1256,38.9997,20.49,95,100,1.31,MZ,1678156209
473,mercedes,-34.6515,-59.4307,24.24,53,34,3.66,AR,1678156209
474,jamame,0.0722,42.7506,24.52,89,56,5.77,SO,1678156210
475,beringovskiy,63.05,179.3167,-19.56,81,6,2.8,RU,1678156210
476,visnes,59.3556,5.2242,-2.32,74,39,2.06,NO,1678156210
477,teguise,29.0605,-13.564,16.12,77,75,2.06,ES,1678156211
478,romny,50.751,33.4747,-1.36,71,89,3.82,UA,1678156211
479,pasighat,28.0667,95.3333,24.77,50,21,0.34,IN,1678156212
480,pangnirtung,66.1451,-65.7125,-3.0,86,0,0.0,CA,1678156212
481,koungou,-12.7336,45.2042,27.84,74,20,4.63,YT,1678156212
482,fairbanks,64.8378,-147.7164,-0.66,65,0,0.0,US,1678156183
483,koumac,-20.5667,164.2833,28.03,68,56,2.31,NC,1678156213
484,khashuri,41.9941,43.5999,0.66,96,100,2.45,GE,1678156213
485,cayambe,0.05,-78.1333,10.59,90,100,0.89,EC,1678156038
486,santa rosa,14.3122,121.1114,29.49,65,12,5.66,PH,1678156214
487,pueblo rico,5.2383,-76.0364,18.74,100,100,1.17,CO,1678156214
488,mayumba,-3.432,10.6554,25.92,84,100,2.52,GA,1678156215
489,syracuse,37.0881,15.2792,10.77,78,99,4.91,IT,1678156215
490,ruwi,23.5996,58.5507,20.83,49,19,1.63,OM,1678156216
491,pandan,14.0453,124.1694,25.4,84,62,6.35,PH,1678156216
492,dillon,34.4166,-79.3712,18.19,80,49,4.39,US,1678156216
493,mastic beach,40.7668,-72.8521,8.11,41,100,1.34,US,1678156217
494,bartlesville,36.7473,-95.9808,14.5,53,0,6.17,US,1678155893
495,staryy nadym,65.6118,72.6842,-19.95,95,100,6.02,RU,1678156218
496,choya,52.0108,86.5467,1.88,84,100,0.27,RU,1678156218
497,wanning,18.8003,110.3967,24.18,57,16,2.85,CN,1678156218
498,marovoay,-16.1,46.6333,21.84,97,91,1.48,MG,1678156219
499,totness,5.8833,-56.3167,24.31,87,87,4.05,SR,1678156219
500,lere,10.387,8.5726,23.65,48,73,0.86,NG,1678156220
501,todos santos,23.45,-110.2167,18.36,84,94,3.18,MX,1678156220
502,mersing,2.4312,103.8405,25.76,86,81,4.66,MY,1678156221
503,shellbrook,53.2168,-106.4011,-23.43,99,20,2.07,CA,1678156221
504,yumen,40.2833,97.2,10.04,21,1,3.01,CN,1678156221
505,buchanan,5.8808,-10.0467,26.1,90,100,2.24,LR,1678156222
506,rodrigues alves,-7.738,-72.6509,21.58,98,82,1.04,BR,1678156223
507,fort nelson,58.8053,-122.7002,-15.23,59,0,1.03,CA,1678156223
508,vaasa,63.096,21.6158,-16.08,86,0,3.13,FI,1678156223
509,san patricio,28.017,-97.5169,24.05,86,0,4.52,US,1678156224
510,olafsvik,64.8945,-23.7142,-2.87,62,100,6.55,IS,1678156224
511,tilichiki,60.4667,166.1,-6.75,92,100,2.88,RU,1678156225
512,caravelas,-17.7125,-39.2481,25.95,84,0,3.62,BR,1678156225
513,ardesen,41.1911,40.9875,7.15,78,29,1.91,TR,1678156226
514,khasan,42.4308,130.6434,7.38,64,52,2.82,RU,1678156226
515,sekoma,-24.4,23.8833,21.22,64,23,5.09,BW,1678156226
516,salinas,36.6777,-121.6555,10.29,71,0,2.06,US,1678156017
517,ust-kulom,61.6864,53.6902,-21.56,100,100,1.32,RU,1678156227
518,areosa,41.7178,-8.8571,12.94,93,100,8.16,PT,1678156228
519,kavieng,-2.5744,150.7967,28.04,71,70,2.78,PG,1678156228
520,clyde river,70.4692,-68.5914,-13.87,85,0,2.06,CA,1678156228
521,la paz,-16.5,-68.15,9.99,71,40,3.6,BO,1678156047
522,sorland,67.667,12.6934,-5.08,71,100,7.46,NO,1678156229
523,soyo,-6.1349,12.3689,24.97,84,67,2.27,AO,1678156230
524,wuwei,37.9281,102.6414,10.06,22,100,1.13,CN,1678156230
525,bangassou,4.7413,22.8184,23.47,51,83,0.78,CF,1678156231
526,yulara,-25.2406,130.9889,29.57,20,0,6.33,AU,1678156231
527,platteville,42.7342,-90.4785,3.47,81,100,7.28,US,1678156231
528,nenjiang,49.1833,125.2167,-2.59,88,100,2.2,CN,1678156232
529,maxixe,-23.8597,35.3472,22.9,91,13,4.18,MZ,1678156232
530,sierra vista,31.5545,-110.3037,16.52,22,100,6.17,US,1678155907
531,asau,46.4333,26.4,0.71,63,85,2.22,RO,1678156233
532,marrakesh,31.6315,-8.0083,14.04,82,0,1.54,MA,1678156233
533,moussoro,13.6408,16.4901,25.46,12,23,5.11,TD,1678156234
534,surgut,61.25,73.4167,-13.9,84,40,5.0,RU,1678156234
535,marathon,44.9,-89.7668,0.86,91,20,3.6,US,1678155952
536,mill valley,37.906,-122.545,10.39,82,97,1.79,US,1678156234
537,kutum,14.2,24.6667,20.35,16,67,4.63,SD,1678156235
538,erenhot,43.6475,111.9767,6.79,33,90,7.12,CN,1678156235
539,buxar,25.5833,83.9833,25.77,23,0,3.11,IN,1678156236
540,mbini,1.574,9.6134,26.63,84,100,2.66,GQ,1678156236
541,zheleznodorozhnyy,55.7503,38.0042,-4.77,94,83,2.9,RU,1678156236
542,chernyanka,50.9409,37.8069,-3.22,80,68,2.32,RU,1678156237
543,sterling,39.0062,-77.4286,9.73,59,0,2.68,US,1678155977
544,dayong,25.0209,118.2898,22.66,23,0,1.18,CN,1678156237
545,alugan,12.2188,125.4808,26.69,81,11,5.37,PH,1678156237
546,iquitos,-3.7481,-73.2472,23.02,94,0,0.0,PE,1678156238
547,aswan,24.0934,32.907,19.48,30,83,5.68,EG,1678156238
548,bereda,43.2686,-7.5406,11.34,100,100,2.02,ES,1678156238
549,goodlettsville,36.3231,-86.7133,21.6,53,100,2.98,US,1678156128
550,moerai,-22.4333,-151.3333,27.79,83,44,9.54,PF,1678156239
551,buala,-8.145,159.5921,28.47,76,72,3.01,SB,1678156239
552,fortuna,40.5982,-124.1573,7.19,92,75,1.79,US,1678156239
553,macas,-2.3167,-78.1167,19.42,95,100,1.13,EC,1678156240
554,donskoy,53.9711,38.3363,-10.66,89,38,3.76,RU,1678156240
555,camacupa,-12.0167,17.4833,16.3,96,88,0.46,AO,1678156240
556,kamenka,51.3223,42.7678,-10.27,97,87,1.99,RU,1678156241
557,celestun,20.8667,-90.4,25.35,73,14,7.42,MX,1678156241
558,polyarnyy,69.1989,33.4478,-16.53,100,90,2.15,RU,1678156242
559,linfen,36.0889,111.5189,17.8,15,0,0.27,CN,1678156242
560,angoche,-16.2325,39.9086,23.57,94,100,3.05,MZ,1678156242
561,arinos,-15.9169,-46.1056,25.7,57,95,0.59,BR,1678155992
562,kota kinabalu,5.9749,116.0724,27.99,83,40,1.54,MY,1678156243
563,mount hagen,-5.8581,144.2274,21.42,73,40,2.06,PG,1678156243
564,jumla,29.2747,82.1838,10.83,24,65,0.34,NP,1678156243
565,whitehorse,60.7161,-135.0538,-12.57,76,100,4.12,CA,1678156133
